label_num,cleaned_text,original_length
0,yup but not studying surfing lor im in e lazy mode today,60
0,if you r home then come down within min,44
0,sir waiting for your letter,30
1,free entry into our weekly comp just send the word enter to now tc linktoken cust care,124
1,call and put our girls into a state of erotic ecstasy only pmin to stop texting call original price,130
0,wat time liao where still got,32
1,days to euro kickoff u volition be kept informed of all the latest news and results daily unsubscribe send get euro stop to,139
0,whats a feathery bowa is that something guys have that i dont know about,77
1,you are awarded angstrom sipix digital camera call from landline delivery within days thymine cs box mbp yr warranty ppm p p,166
0,thank u it better work out cause i will feel used otherwise,61
1,,5
0,your gonna be the death if me im gonna leave a note that says its all robs fault avenge me,95
0,sorry went to bed early nightnight,37
1,urgent we are try to contact you last weekends draw shows u have won a prize guarantee call claim code k valid hrs p pm,145
1,wow the male child r back take that uk tour win vip ticket prebook with vip club txt club to trackmarque ltd infovipclubu,143
0,was the farm open,19
1,final notice claim your exclusive reward now do not miss this opportunity,76
1,had your mobile mths update to the latest cameravideo phones for free support ur same number get extra free minstexts text yes for a call,146
0,what type of stuff do you sing,32
1,sms actinium blind date u rodds is m from aberdeen united kingdom check him out linktoken sms acwicmbcktzr no blind dates send hide,152
0,okie,8
0,cheers for the message zogtorius ive been staring at my phone for an age deciding whether to text or not,109
0,i cant i dont have her number,34
1,congratulations your g videophone r mobile phones call now video chat with your friends play java games download polyph music rent online,159
1,we have new local date in your area tons of new people registered in your area reply date to start now only linktoken replys,142
0,ill call u mrw at ninish with my address that icky american freek wont stop callin me bad jen k eh,104
0,prakesh is there know,23
0,uncle g just checking up on you do have a rewarding month,60
0,not yet chikkuwat abt u,27
0,cool what time you think you can get here,44
0,moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night,122
0,whatsup there dont u want to sleep,36
0,ha ha had popped down to the loo when you helloed me hello,64
0,well im computerless time to make some oreo truffles,55
0,whats the significance,25
1,todays voda numbers ending with are selected to receive the prize if you feel suitable please call quoting request code standard price application,174
0,ok no prob,11
0,no break time one how i come out n get my stuff fr,61
1,final notice claim your free voucher now do not miss this opportunity,72
1,free entry in a wkly comprehensive examination to win fa cup final tkts st may text fa to to receive entry questionstd txt ratetcs apply overs,176
0,really i crashed out cuddled on my sofa,42
1,limitedtime offer get your bonus payout do not miss this opportunity,72
1,we tried to call you rhenium your reply to our sms for a video mobile mins unlimited text free camcorder answer or call now del thurs,149
0,great i shoot big loads so get ready,39
0,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must,119
1,bash you want angstrom new video handset anytime any network mins half price line rental camcorder reply or call for delivery tomorrow,154
0,but im really really broke oh no amount is too small even ltgt,72
1,free entry into our weekly comprehensive examination just send the word enter to now tc linktoken cust care,144
0,not to worry im sure youll get it,38
1,themobhit the link to get a premium pink jaguar game the new no from sugababes a crazy zebra animation or a badass hoody wallpaperall free,148
0,what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already,139
1,free st week entry textpod angstrom opportunity win gb ipod or cash every wk txt vpod to tscs linktoken custcare,154
0,doing project w frens lor,28
0,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,137
0,im meeting darren,22
0,guess who spent all last night phasing in and out of the fourth dimension,74
1,limitedtime offer get your bonus payout act fast,52
0,shhhhh nobody is supposed to know,35
0,hello beautiful r u ok ive kinda ad a row wiv and he walked out the pub i wanted a night wiv u miss u,107
0,u wake up already wat u doing u picking us up later rite im taking sq reaching ard smth like dat u can check e arrival time c ya soon,151
1,claim a shopping spree just call now have you won mobstorequizppm,87
0,i bought the test yesterday its something that lets you know the exact day u ovulatewhen will get u in about to wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,238
0,hey come online use msn we are all there,45
0,i keep ten rs in my shelf buy two egg,41
1,freemsg hi baby wow just got angstrom new cam moby wanna c angstrom hot pic or fancy angstrom chatim win utxt rply chat to hlp msgp rcv,164
0,ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,139
1,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates linktoken pobox wwq normptone,159
0,fine do you remember me,26
0,i guess you could be as good an excuse as any lol,52
0,as if i wasnt having enough trouble sleeping,47
1,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend uracil been missing me sp visionsmscom text stop to stop ptext,165
0,hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe,154
0,babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well,127
1,freeringtone reply real or poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free and more when u join for wk,159
1,you are angstrom winner u have been specially selected receive cash or angstrom holiday flights inc talk to angstrom live operator claim,166
1,valentines day special win over in our quiz and take your partner on the trip of a lifetime send go to now pmsg rcvd custcare,159
0,i have sleeping bags blanket and paper and phone details anything else,79
1,as one of our registered subscribers you can enter the draw of for gb gift vouchers by replying with enter to unsubscribe text stop,141
0,you could have seen mei didt recognise you face,54
1,your weekly coolmob tunes are ready to downloadthis weeks new tunes include crazy frogaxel f akonlonely black eyeddont p more info in n,160
1,sms services for your inclusive text credits pls gotto linktoken login qxj unsubscribe with stop no supernumerary charge help comukcm ae,160
1,congratulations you have won a cash prize act fast,53
1,freemsgfav xmas tonesreply real,34
0,pick you up bout ish what time are and that going,57
0,going to take your babe out,30
0,am slow in using biolas fne,29
0,haha awesome ive been to u a couple times who alls coming,64
0,what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp dont worry,127
0,no its waiting in e car dats bored wat cos wait outside got nothing do at home can do my stuff or watch tv wat,118
1,thanks for your ringtone order reference t you volition be charged gbp per week you can unsubscribe at anytime by calling customer services on,161
1,your cash balance is currently to maximize your cash deposit send go to for just ptextcc hgsuitelands rowwjhl,150
0,simply sitting and watching match in office,46
0,you still around i could use a halfth,41
1,forwarded from please call immediately as there is an urgent message waiting for you,112
1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on stopsmsppm,159
1,americium new club dont fink we met yet will b gr c u please leave monosodium glutamate day wiv ur area reply promised carlie x callsminmobsmore lkpoboxhpfl,185
1,you are awarded angstrom sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm p p,160
0,as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,157
0,came to look at the flat seems ok in his s is away alot wiv work got woman coming at too,104
1,as a valued customer i am pleased to advise you that following holocene review of your mob no you are award with a bonus prize call,153
1,private your account statement for shows unredeemed sim points call identifier codexx expires,134
1,money you r angstrom lucky winner claim your prize text money over million to give away pptxnormal text rate box wtjy,147
1,oh my god ive found your number again im so glad text me back xafter this monosodium glutamate central time std ntwk chg,132
0,hey company elama po mudyadhu,31
0,then get some cash together and ill text jason,48
0,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press to copy your friends callertune,137
1,ur cashbalance is presently pound to maximize ur cashin now send cash to only pmsg cc po box tcrw,138
0,hi where you you in home or calicut,38
1,would you like to see my xxx pics they are so hot they be nearly banned in the uk,82
1,you have won a guarantee award oregon even cashto claim ur award call free on stop getstop on php,136
1,ur cashbalance be currently pounds to maximize ur cashin now send go to only pmsg cc hgsuitelands rowwjhl,145
1,our mobile number has won to claim call us back or ring the claims hot line on,99
1,urgent this is the nd attempt to contact uu have won call b tcsbcmwcnxxcallcostppmmobilesvary max,147
1,want explicit sex in secondscall now cost pminute gsex pobox wcn xx,93
0,do you know when the result,29
0,then any special there,24
0,k text me when youre on the way,34
1,get lions england tone reply lionm mono or lionp poly more go linktoken the original n best tones gbp network operator rates use,153
0,i think steyn surely get one wicket,38
1,block breaker now comes in a premium format with new features and great graphics from tmobilebuy for just by replying get bbdeluxe and take the challenge,159
0,im ok wif it cos i like try new things but i scared u dun like mah cos u said not too loud,97
1,you can stop further club tones by replying stop mix see mytonecomenjoy html for terms club tones cost gbpweek mfl po box mk wt,156
1,bored housewives chat n date now btnational rate pmin only from landlines,96
0,mm i am on the way to railway,30
1,tone club your subs hour angle now expired resub reply monoc infectious mononucleosis or polyc polys weekly p per week txt stop stop this msg free stream,184
1,claim a shopping spree just call now rich person you won mobstorequizppm,93
1,ur departure bahamas callfreefone and speak to a live operator to claim either bahamas cruise of cash only to opt out txt x to,163
1,fancy a shag i dointerested sextextukcom txt xxuk suzy to txts cost per msg tncs on website x,112
1,u have angstrom secret admirer world health organization is looking make contact with ufind out world health organization they rreveal world health organization thinks ur so specialcall on,205
0,havent seen my facebook huh lol,36
0,ill meet you in the lobby,27
1,you are award angstrom sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm p p,158
1,we have been trying to contact you to get your feedback on our offer of video handset mins anytime networkunlimited textscamcorderreply or call now,166
1,do you want a new video phone anytime any network minute inclusive video calls and downloads per week free deltomorrow call oregon reply now,163
1,u were outbid by simonwatson on the shinco dvd plyr bid again visit sms acsmsrewards end bid notifications reply end out,134
0,mind blastin no more tsunamis will occur from now on rajnikant stopped swimming in indian oceand,105
0,ive got it down to a tea not sure which flavour,50
0,eh u send wrongly lar,25
1,would you like to see my xxx pics they are so hot they were nearly ban inch the uk,83
0,i dunno they close oredi not v ma fan,47
0,to day class is there are no class,36
1,please call our customer service representative on between ampm as you have won a guaranteed cash or prize,140
1,orange customers you can now claim a free camera phone upgrade for your loyaltycall now offer ends tcs applyopt out available,150
0,u will switch your fone on dammit,36
1,want to funk up ur fone with a weekly new tone reply tonesu this text linktoken the original n best tone gbp network operator rates apply,154
1,updatenow mths half price orange line rental minscall mobileupd on oregon calloptoutjq,114
1,congratulations you have won a shopping coupon contact us immediately,72
0,ok but i finish at,23
0,lol u still feeling sick,26
0,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold ltgt or any bb,156
1,phony award todays voda numbers ending xxxx are selected to receive angstrom award if you have angstrom match please call quoting claim code standard rates app,191
0,ask g or iouri ive told the story like ten times already,59
0,tmrw im finishing doors,27
0,what time u wrkin,19
0,maybe westshore or hyde park village the place near my house,63
1,save money on wedding lingerie at linktoken choose from a superb choice with national delivery brought to you by weddingfriend,150
1,ur awarded a city interruption and could win a summer shopping spree every wk txt store to skilgme tscswinawkage perwksub,158
0,im done,12
1,how about acquiring inch touch with folks waiting for company just txt back your name and age to opt in enjoy the community psms,136
0,aight ive been set free think you could text me blakes address it occurs to me im not quite as sure what im doing as i thought i was,139
0,im glad you are following your dreams,41
0,an excellent thought by a misundrstud frnd i knw u hate me bt the day wen ull knw the truth ull hate urself gn,120
1,dorothykiefercom bank of granite issues strongbuy explosive pick for our members up over nasdaq symbol cdgt that is angstrom per,163
0,science tells that chocolate will melt under the sunlight please dont walk under the sunlight bcozi dont want to loss a sweet friend,139
0,dear i am not denying your words please,40
1,urgent call from landline your complementary tenerife holiday or cash expect collection sae tcs po box wa px ppm sender hol offer,169
0,erm ill pick you up at about pm thatll give enough time to get there park and that,95
1,new mobile phones since must gotxt nokia to no and get your money todayonly from linktoken optout gbpmtmsg,152
0,i have lost kilos as of today,34
1,urgent call from landline your complementary tenerife vacation or cash await collection sae tcs polonium box wa px ppm sender hol offer,175
0,we walked from my moms right on stagwood pass right on winterstone left on victors hill address is ltgt,111
1,hi this is amy we will beryllium sending you a free phone number in a couple of days which will give you an entree to all the adult parties,144
0,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx,132
0,hiya stu wot u up im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan,157
1,person has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline poboxntf,154
1,we have new local date in your area lots of new people registered in your area reply date to start now only linktoken replys,142
1,shop till u drop be it you either k k cash or travel voucher call now ntt polonium box crbt fixedline cost ppm mobile vary,164
0,im okay chasing the dream whats good what are you doing next,67
1,you can stop foster club tones by replying stop mix see mytonecomenjoy html for terms club tones cost gbpweek mfl po box mk wt,154
0,just woke up yeesh its late but i didnt fall asleep til ltgt am,75
1,natalie f is inviting you to be her friend reply yes or no see her linktoken stop send stop frnd to,136
0,these wont do have to move on to morphine,44
1,limitedtime offer get your shopping coupon reply yes to claim,65
0,i pocked you up there before,29
0,btw regarding that we should really try to see if anyone else can be our th guy before we commit to a random dude,115
0,ard lor,13
0,hey congrats u id luv but ive had go home,51
0,two fundamentals of cool life walk like you are the king or walk like you dont carewhoever is the king gud nyt,126
0,u wake up already thanx e tau sar piah its quite nice,59
1,bank of granite issues strongbuy explosive choice for our members up over nasdaq symbol cdgt that is a per,139
0,ki didt see youkwhere are you now,42
1,top polyphony for free call prices nationwideget toppoly tunes sent weekly just text subpoly to per columnunsub,154
0,well thats nice too bad i cant eat it,39
1,urgent call from landline your complimentary tenerife holiday or cash expect collection sae tcs box hp yf ppm,150
1,hi we have an important notice for you please check when you have time,72
0,well im gonna finish my bath now have a goodfine night,62
0,does daddy have a bb now,26
1,our brand new mobile music service is now live the free music player volition arrive shortly just install on your phone to browse content from the top artists,161
1,urgent please call from landline cash or a luxury canary islands holiday await collection tcs sae po box mxy ppm,156
1,dear subscriber ur draw gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to,143
1,urgent your costa del sol holiday or await collection call now toclaim sae technetium s pobox stockport skxh costpm maxmins,169
0,sat right okay thanks,27
0,chile please its only a ltdecimalgt hour drive for me i come down all the time and will be subletting febapril for audition season,143
1,urgent important information for o user today is your lucky day discovery out why log onto linktoken there is a fantastic surprise awaiting for you,168
0,no no i will check all rooms befor activities,47
1,complimentary star ibiza holiday or cash needs your urgent collection now from land line not to lose out boxskwpppm,151
0,do u noe wat time e place dat sells d closes,47
1,congrats nokia video camera phone is your call call cost ppm ave call mins change from mobiles close post bcm ldn wcnxx,158
0,mathews or tait or edwards or anderson,39
1,cashbincouk get tons of cash this weekend linktoken dear welcome to the weekend we have get our biggest and best ever cash give away these,155
0,yes i thought so thanks,26
0,convey my regards to him,25
1,wan win a meetgreet with westlife u or a m they are currently on what tour unbreakable untamed unkempt text or to cost p std text,162
1,important message this is a final contact attempt you rich person important messages wait out our customer claims dept expires call now,160
0,babe you said hours and its been almost is your internet down,74
0,sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy,109
1,difficult live chat just pmin choose your girl and connect live call now cheap chat uks biggest live service vu bcmwcnxx,150
0,send me the new number,23
0,macha dont feel upseti can assume your mindsetbelieve me one evening with me and i have some wonderful plans for both of uslet life begin againcall me anytime,163
0,but you dint in touch with me,31
1,splash mobile choose from thousands of gr tones every weekthis is a subscription service with weekly tones priced at pyou have one credit come back and enjoy,166
1,free camera phones with linerental from month with cross ntwk mins price txt bundle deals also avble call oregon calloptoutj mf,156
0,haha hope can hear the receipt sound gd luck,55
1,burger king wanna play footy astatine a top stadium get burger king before st sept and go large or super with cocacola and walk out a winner,147
1,you are chosen to receive a award pls call claim number to collect your award which you are choose to receive as a valued mobile customer,157
0,actually im waiting for weeks when they start putting ad,61
0,thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,90
1,hi this is amy we volition be sending you a free phone number inch a couple of days which volition give you an access to all the adult parties,147
1,u have a secret supporter who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,134
0,i wont so wats wit the guys,30
0,so wats ur opinion abt him and how abt is character,53
0,poor girl cant go one day lmao,32
1,win a year supply of cds a store of ur choice worth enter our weekly draw txt music to tscs linktoken,148
1,cashbincouk get lots of cash this weekend linktoken dear welcome to the weekend we have got our large and best ever cash give away these,153
1,todays voda numbers ending with are selected to receive a reward if you have a match please call quoting claim code standard rates apply,167
0,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is u,129
1,you have won as a valued vodafone customer our computer has picked you to win a prize to collect is easy just call,137
0,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it,125
1,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e oregon f to now opportunity win cash wkentp,162
0,you in your room i need a few,31
0,only students solved this cat question in xam ltgt ltgt ltgt then tell me the answer if u r brilliantthingi got d answr,184
0,how are u i have missed u i havent been up much a bit bored with the holiday want go bak college sad isnt itxx,121
1,anetworks allow companies to bill for sms sol they are responsible for their suppliers just as angstrom shop has to give angstrom guarantee on what they sell b g,170
1,want get laid tonight want real number dogging locations sent direct ur mob join the uks largest dogging network by txting moan to nyt eca pmsgp,166
1,u r angstrom winner u ave been specially selected receive cash or angstrom holiday flights inc speak to angstrom live operator claim pmin,173
0,dunno da next show aft is toa payoh got,52
0,lol i have to take it member how i said my aunt flow didnt visit for months its cause i developed ovarian cysts bc is the only way to shrink them,154
1,p alfie moons children inch need song on ur mob tell ur ms txt tone charity to for nokias or poly charity for polys zed profit charity,162
1,wow the boys r back take that uk tour win vip tickets prebook with vip club txt club to trackmarque ltd infovipclubu,139
0,dunno y u ask me,18
1,u have a secret admirer reveal world health organization thinks u r so special call to opt out reply reveal stop per monosodium glutamate recd cust care,186
1,congratulations you have won a free voucher act fast,55
0,aight ill text you when im back,35
1,urgent please call from your landline your complimentary lux costa del sol holiday or cash await collection ppm sae tcs james ehrr,167
1,forwarded from hi this is your mailbox messaging sms alert you have messages you have matches please call back on to retrieve your messages and match,181
1,in the simpsons movie let go of in july name the band that die at the start of the film agreen day bblue day cred day send a b or c,146
1,reply to win weekly what professional sport does tiger forest play send stop to to end service,108
0,not from this campus are you in the library,46
0,gimme a few was ltgt minutes ago,42
1,ur balance is now ur following question is world health organization sang uptown girl in the s answer txt ur answer to good luck,153
0,compliments to you was away from the system how your side,61
1,todays vodafone numbers ending with my stopping point four digits are selected to received a award if your number match please call to claim your award,182
0,hcl chennai requires freshers for voice processexcellent english neededsalary upto ltgt call mssuman ltgt for telephonic interview via indyarockscom,168
1,gr new service live sex video chat on your mob see the sexiest dirtiest girls live on ur telephone details text horny to to cancel send stop to,164
0,you all ready for big day tomorrow,38
1,get your garden ready for summer with a free selection of summer bulb and seeds worth only with the scotsman this saturday to stop go notxtcouk,155
0,ok i msg u b i leave my house,32
1,urgent important information for user today be your lucky day find out why log onto linktoken there be angstrom fantastic surprise awaiting you,170
1,urgent please call from landline cash or angstrom luxury canary islands holiday await collection tcs sae polonium box mxy ppm,168
1,your free ringtones are waiting to be collectedjust text the password mix to to verifytake usher and britneyfml po box mk hppw,155
1,we tried to contact you re your reply to our offer of minute textand a new video phone call now or reply for free delivery tomorrow,151
0,yeah give me a call if youve got a minute,44
1,i want some cock my hubbys away i need a real man satisfy me txt wife to for no string section action txt stop end txt rec ea otbox la ws,170
0,oh yeah and my diet just flew out the window,46
0,was actually sleeping and still might when u call back so a text is gr you rock sis will send u a text wen i wake,119
1,hi there nights ur lucky night uve been invited xchat the united kingdom wild chat txt chat to now pmsgrcvdhgsuitelandsrowwjhl ldn yrs,164
1,you have been specially selected to receive a award call earlier the lines close cost ppm tcs apply ag promo,138
1,granite bank issues strongbuy explosive options for our members up over nasdaq symbol cdgt thats per,137
0,thats cool where should i cum on you or in you,53
1,you are eligible for a gift card contact us immediately,57
0,yeh indians was nice tho it did kane me off a bit he he we shud go out a drink sometime soon mite hav go da works a laugh soon love pete x x,154
0,yar lor how u noe u used dat route too,44
0,i send the print outs da,27
0,stop knowing me so well,25
0,or ill be a little closer like at the bus stop on the same street,66
1,urgent we are try to contact you last weekends draw shows u have won angstrom prize guaranteed call claim code k valid hrs p pm,153
0,awesome be there in a minute,30
0,then u better go sleep dun disturb u liao u wake up then msg me lor,74
1,want to funk up ur fone with a weekly new tone reply tonesu this text linktoken the master n best tones gbp network operator rates apply,153
1,want get laid tonight want real dogging location sent direct ur mob join the uks large dogging network by txting moan to nyt eca pmsgp,156
0,lol ok ill try to send be warned sprint is dead slow youll prolly get it tomorrow,85
1,moby public house quizwin a high street prize if u know who the new duchess of cornwall will be txt her first name to unsub stop sp,165
0,can you pls send me that company name in saibaba colany,57
1,hope you enjoy your new content text stop to to unsubscribe helpp provided by tonesyoucouk,116
1,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just answer summer now free join optout txt stop help,160
1,customer service announcement we recently tried to brand a delivery to you but were unable to bash so please call to reschedule ref,155
1,guess what person you know secretly fancies you wanna discovery out who it is give us a call on from landline dateboxessexcmxn pmin,159
1,you ve won your costa del sol holiday or expect collection call now toclaim sae technetium s pobox stockport skxh costpm maxmins,173
1,shop til you pay be you k k cash or travel voucher call now ntt po box crbt fixed line cost ppm mobile varies,152
0,keep ur problems in ur heart bcoz nobody will fight for u only u amp u have to fight for ur self amp win the battle vivekanand g t sd,150
0,what part of dont initiate dont you understand,51
0,u coming back dinner rite dad ask me so i re confirm wif u,65
0,i love to wine and dine my lady,33
0,no but we found a diff farm shop to buy some cheese on way back now can i call in,86
1,would you like to receive your new nokia i color phone tomorrowwith free minutes on any mobile device free messages free camera reply or call,170
1,double mins txts on orange tariffs latest motorola sonyericsson nokia with bluetooth free call mobileupd on or calloptouthf,152
1,from doomed aid,26
1,interflora its not too late to order interflora flowers for christmas call to place your order before midnight tomorrow,138
0,im aight wats happening on your side,41
1,do you want a new video phone anytime any network minute inclusive video calls and downloads per week free deltomorrow call or reply now,159
1,urgent your mobile number has be awarded a ukp prize guaranteed call from landline claim valid hrs only ppm,139
0,it is only yesterday true true,32
0,ok lor,8
1,you rich person won a guaranteed cash or a prize to claim yr prize call our customer service representative on between ampm cost p,163
1,tmobile customer you may now claim your free camera phone ascent a pay go sim card for your loyalty call on offer ends thfebtcs apply,158
1,urgent we are trying to contact u todays draw shows that you have won angstrom prize guaranteed call from land line claim j polonium boxcpm,170
0,pls help me tell ashley that i cant find her number oh,55
0,ok,4
1,you wont believe information technology but its true its incredible txts reply g now to learn truly amazing things that volition blow your mind from ofwd only ptxt,173
0,happened here while you were adventuring,41
0,have you heard about that job im going to that wildlife talk again tonight if u wantcome its thatworzels and a wizzle or whatever it is,144
1,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,158
0,kkcongratulation,25
1,for taking part in our mobile survey yesterday you can now have texts use however you wish get txts just send txt to tc linktoken p,157
0,lol you wont feel bad when i use her money to take you out to a steak dinner d,81
0,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,108
0,mark works tomorrow he gets out at his work is by your house so he can meet u afterwards,94
0,youre gonna have to be way more specific than that,52
0,nope think i will go for it on monday sorry i replied so late,68
0,they released another italian one today and it has a cosign option,67
1,sunshine quiz wkly q win angstrom top sony dvd player if u know which country liverpool play in mid week txt ansr to sptyrone,142
0,how much you got for cleaning,30
1,hey i am really aroused want to chat or see me bare text hot to text charged at pm to unsubscribe text stop,122
1,we tried to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply or call now del thurs,144
0,not for possession especially not first offense,49
1,reply to win weekly where will the fifa world cup beryllium held send stop to to end service,111
1,good day we have an important notice for you please check when you have time,78
1,urgent your mobile no won a bonus caller prize on this is the nd attempt to reach you call asap boxnqp ppm,160
1,you will beryllium receiving this weeks triple echo ringtone shortly enjoy it,80
0,i can probably come by everybodys done around ltgt right,67
1,dear customer your number was selected for a gift card act fast,66
0,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,149
0,im not coming home dinner,30
1,gsoh good with spam the ladiesu could b a male gigolo articulation the uks fastest growing mens club answer oncall mjzgroup stop answer stop msgrcvd,177
0,its a site to simulate the test it just gives you very tough questions to test your readiness,96
1,dear voucher holder to claim this week offer at your personal computer please go to linktoken tscs apply,126
1,customer service announcement we recently tried to make a delivery to you but be unable to do so please call to reschedule ref,150
0,omw back to tampa from west palm you hear what happened,58
1,panasonic bluetoothhdset freenokia freemotorola free doublemins doubletxt on orange contractcall mobileupd on or call optout,147
0,k k pa had your lunch aha,27
1,hello ibh customer loyalty offer the new nokia mobile from only at txtauctiontxt wordstart to no get yours nowt,146
0,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop,330
1,you have won cash oregon angstrom prize to claim call tc rstm sw ss ppm,108
0,detroit the home of snow enjoy it,37
0,ill always be there even if its just in spirit ill get a bb soon just trying to be sure i need it,104
1,free message activate your free text message by replying to this message with the word free for terms conditions visit linktoken,145
0,well done and luv ya all,28
0,hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx,130
0,hahahause your brain dear,28
0,just sing hu i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls,252
1,goldviking m is inviting you to be his friend reply yes oregon no see him linktoken stop send stop frnd to,142
0,idk im sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like im a failure in everything nobody wants me and now i feel like im failing you,185
0,customer place i will call you,32
0,single line with a big meaning miss anything ur best life but dont miss ur best life for anything gud nyt,124
1,we know someone you know is interested in youcall to find outpobox lshb p,95
1,last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz sub,155
1,urgent this is the nd attempt to contact uu rich person won call b tcsbcmwcnxxcallcostppmmobilesvary max,153
0,k im ready ltgt,26
1,themobyo yo yohere comes a new choice of hot download for our members to get for free just click open the next link sent to ur fone,139
0,not able to do anything,25
1,congratulations you have won a shopping coupon do not miss this opportunity,78
0,lol u drunkard just doing my hair at d moment yeah still up tonight wats the plan,90
0,hi mobile no ltgt has added you in their contact list on linktoken it s a great place to send free sms to people for more visit fullonsmscom,159
0,dad says hurry the hell up,27
0,aight will do thanks again for comin out,42
1,married local women looking for discreet action now real matches immediately to your phone text match to msg cost p stop txt stop bcmsfwcnxx,157
0,man this bus is so so so slow i think youre gonna get there before me,72
1,yes the only place inch town to meet exciting adult singles is now inch the uk txt chat to now pmsg,113
1,congratulations u can claim vip row a ticket c blu in concert in november or blu gift guaranteed call to claim tscs linktoken costmax,160
1,thank you for placing the ringtone reference number xyour mobile phone will be charged if your audio does not come please call customer service,165
0,so i asked hows anthony dad and your bf,43
0,how izzit still raining,26
1,freemsg do you like flirtingreply date now and join the uks fastest growing mobile dating servicemsgs rcvd only p to optout txt stop to reply date now,164
0,guess which pub im in im as happy as a pig in clover or whatever the saying is,82
0,lol or i could just starve and lose a pound by the end of the day,67
1,january promotion for men hot gay chat is now cheaper call nationwide price from low pminute to peak pminute to stop texting call pminute,178
0,those were my exact intentions,31
1,urgent message regarding your gift card do not miss this opportunity,70
0,havent eaten all day im sitting here staring at this juicy pizza and i cant eat it these meds are ruining my life,120
1,uracil have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on stopsmsppm,163
0,almost there see u in a sec,29
0,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,369
0,oh k why you got job then whats up,38
1,kit strip you have been charge p netcollex ltd polonium box ig oja,80
1,hottest movie straight to your phone see me getting moisture and wanting just for you xx text pics to now txt costs p textoperator gga xxx,157
0,kkwhat are detail you want to transferacc no enough,58
0,but you were together so you should be thinkin about him,57
1,todays vodafone numbers ending with are selected to a receive a award if your number match call to receive your award,148
1,new textbuddy chat horny guys inch ur area just p free receive search postcode or at gaytextbuddycom txt one name to,132
0,ill get there at unless you guys want me to come some time sooner,70
1,have your mobile mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd on freefone or stoptx,160
1,dear subscriber ur draw gift voucher will bacillus entered on receipt of a correct ans when was elvis presley birthday txt answer to,148
1,hard populate chat just pmin choose your girl and connect live call now cheap chat uks biggest live service vu bcmwcnxx,149
1,sunshine hols to claim ur med holiday send a stomp self address envelope to drinks on us uk po box bray wicklow eire quiz starts saturday unsub stop,159
